index	original	translation	scores	mean	z_scores	z_mean
1149	These presidents were selected by Borglum because of their role in preserving the Republic and expanding its territory.	इन राष्ट्रपतियों का चयन बोर्ग्लम द्वारा गणतंत्र को संरक्षित करने और इसके क्षेत्र का विस्तार करने में उनकी भूमिका के कारण किया गया था।	[95, 95, 77, 77]	86.0	[0.539888771918306, 0.6254510232064127, 0.426641517430839, 0.24185739547268623]	0.4584596770070609
1150	Weather refers to day-to-day temperature and precipitation activity, whereas climate is the term for the averaging of atmospheric conditions over longer periods of time.	मौसम दैनिक तापमान और वर्षा गतिविधि को संदर्भित करता है, जबकि जलवायु लंबी अवधि में वायुमंडलीय स्थितियों के औसत के लिए शब्द है।	[90, 90, 67, 62]	77.25	[0.12609030444560904, 0.2069211629237486, -0.607855909572477, -1.1646017607430934]	-0.35986155073655324
1151	Later the same month, she was named in South Africa's Women's Twenty20 International (WT20I) squad for their series against India.	उसी महीने बाद में, उन्हें भारत के खिलाफ अपनी श्रृंखला के लिए दक्षिण अफ्रीका की महिला ट्वेंटी-20 अंतर्राष्ट्रीय (डब्ल्यूटी20आई) टीम में नामित किया गया था।	[90, 90, 63, 63]	76.5	[0.12609030444560904, 0.2069211629237486, -1.0216548803738035, -1.0708378169953747]	-0.43987030749995515
1152	The Acts declared all tenants in cultivatory possession as Khatedars (Land owners).	इन अधिनियमों में खेती के कब्जे वाले सभी काश्तकारों को खातेदार (भूमि मालिक) घोषित किया गया।	[85, 85, 67, 68]	76.25	[-0.28770816302708796, -0.2116086973589154, -0.607855909572477, -0.6020180982567815]	-0.4272977170538155
1153	Abetment to suicide was inexplicably not included.	आत्महत्या के लिए उकसाने को शामिल नहीं किया गया।	[75, 50, 70, 67]	65.5	[-1.115305097972482, -3.1413177193375637, -0.29750668147148224, -0.6957820420045002]	-1.312477885196507
1154	His accomplishments were first in the World Records Academy and later followed up by Ripley's Believe It Or Not 2010: Seeing Is Believing.	उनकी उपलब्धियां पहले विश्व रिकॉर्ड अकादमी में थीं और बाद में रिप्ले की बिलीव इट ओर नॉट 2010: सीइंग इज़ बिलीविंग।	[80, 70, 76, 90]	79.0	[-0.7015066304997849, -1.4671982782069075, 0.3231917747305074, 1.4607886641930286]	-0.09618111744578917
1155	The following week Hardy turned face again when he saved his brother when CM Punk and The Hart Dynasty attacked both Jeff and John Morrison.	अगले सप्ताह जब सीएम पंक और द हार्ट डायनेस्टी ने जेफ और जॉन मॉरिसन दोनों पर हमला किया तो हार्डी ने अपने भाई को बचा लिया।	[55, 50, 78, 89]	68.0	[-2.77049896786327, -3.1413177193375637, 0.5300912601311706, 1.36702472044531]	-1.003675176656088
1156	And fourthly, he wanted to keep a close watch over the Imam of the Shias himself, so that nothing could happen without al-Ma'mun's knowledge.	और चौथा, वह खुद शियाओं के इमाम पर कड़ी नजर रखना चाहते थे, ताकि अल-मामुन की जानकारी के बिना कुछ भी नहीं हो सके।	[95, 95, 70, 70]	82.5	[0.539888771918306, 0.6254510232064127, -0.29750668147148224, -0.4144902107613443]	0.11333572572297304
1157	Less common is an extrapleural pneumonectomy (EPP), in which the lung, lining of the inside of the chest, the hemi-diaphragm and the pericardium are removed.	एक्स्ट्राप्लुरल न्यूमोनेक्टॉमी (ईपीपी) कम आम है, जिसमें फेफड़े, छाती के अंदर की परत, हेमी-डायफ्राम और पेरिकार्डियम को हटा दिया जाता है।	[90, 90, 89, 81]	87.5	[0.12609030444560904, 0.2069211629237486, 1.6680384298348183, 0.6169131704635609]	0.6544907669169342
1158	Because the Coriolis effect initiates and maintains their rotation, tropical cyclones rarely form or move within 5 degrees of the equator, where the effect is weakest.	क्योंकि कोरिओलिस प्रभाव शुरू होता है और अपने रोटेशन को बनाए रखता है, उष्णकटिबंधीय चक्रवात शायद ही कभी भूमध्य रेखा के 5 डिग्री के भीतर बनते हैं या चलते हैं, जहां प्रभाव सबसे कमजोर होता है।	[95, 95, 76, 76]	85.5	[0.539888771918306, 0.6254510232064127, 0.3231917747305074, 0.1480934517249676]	0.40915625539504846
